Country,Region,City,Vehicle Plate
Belgium,Wallonia,Momignies,WAMO_1
Belgium,Wallonia,Momignies,WAMO_2
Belgium,Wallonia,Momignies,WAMO_3
Belgium,Wallonia,Wellin,WAWE_1
Belgium,Wallonia,Wellin,WAWE_2
Belgium,Wallonia,Wellin,WAWE_3
Belgium,Wallonia,Remicourt,WARE_1
Belgium,Wallonia,Remicourt,WARE_2
Belgium,Wallonia,Remicourt,WARE_3
Belgium,Wallonia,Gerpinnes,WAGE_1
Belgium,Wallonia,Gerpinnes,WAGE_2
Belgium,Wallonia,Gerpinnes,WAGE_3
Belgium,Wallonia,Arlon,WAAR_1
Belgium,Wallonia,Arlon,WAAR_2
Belgium,Wallonia,Arlon,WAAR_3
Belgium,Wallonia,Virton,WAVI_1
Belgium,Wallonia,Virton,WAVI_2
Belgium,Wallonia,Virton,WAVI_3
Canada,Saskatchewan,Lumsden,SALU_1
Canada,Saskatchewan,Lumsden,SALU_2
Canada,Saskatchewan,Lumsden,SALU_3
Canada,Saskatchewan,Weyburn,SAWE_1
Canada,Saskatchewan,Weyburn,SAWE_2
Canada,Saskatchewan,Weyburn,SAWE_3
Canada,Saskatchewan,Watrous,SAWA_1
Canada,Saskatchewan,Watrous,SAWA_2
Canada,Saskatchewan,Watrous,SAWA_3
Canada,Saskatchewan,Kamsack,SAKA_1
Canada,Saskatchewan,Kamsack,SAKA_2
Canada,Saskatchewan,Kamsack,SAKA_3
Canada,Saskatchewan,Tisdale,SATI_1
Canada,Saskatchewan,Tisdale,SATI_2
Canada,Saskatchewan,Tisdale,SATI_3
Canada,Saskatchewan,Esterhazy,SAES_1
Canada,Saskatchewan,Esterhazy,SAES_2
Canada,Saskatchewan,Esterhazy,SAES_3
Canada,Saskatchewan,Langham,SALA_1
Canada,Saskatchewan,Langham,SALA_2
Canada,Saskatchewan,Langham,SALA_3
Canada,Saskatchewan,Wynyard,SAWY_1
Canada,Saskatchewan,Wynyard,SAWY_2
Canada,Saskatchewan,Wynyard,SAWY_3
Canada,Saskatchewan,Carlyle,SACA_1
Canada,Saskatchewan,Carlyle,SACA_2
Canada,Saskatchewan,Carlyle,SACA_3
Canada,Saskatchewan,Pelican Narrows,SAPE_1
Canada,Saskatchewan,Pelican Narrows,SAPE_2
Canada,Saskatchewan,Pelican Narrows,SAPE_3
Canada,Prince Edward Island,Souris,PRSO_1
Canada,Prince Edward Island,Souris,PRSO_2
Canada,Prince Edward Island,Souris,PRSO_3
Canada,Prince Edward Island,Belfast,PRBE_1
Canada,Prince Edward Island,Belfast,PRBE_2
Canada,Prince Edward Island,Belfast,PRBE_3
Canada,Prince Edward Island,Kensington,PRKE_1
Canada,Prince Edward Island,Kensington,PRKE_2
Canada,Prince Edward Island,Kensington,PRKE_3
Canada,Prince Edward Island,Alberton,PRAL_1
Canada,Prince Edward Island,Alberton,PRAL_2
Canada,Prince Edward Island,Alberton,PRAL_3
Canada,Prince Edward Island,Summerside,PRSU_1
Canada,Prince Edward Island,Summerside,PRSU_2
Canada,Prince Edward Island,Summerside,PRSU_3
Canada,Prince Edward Island,Charlottetown,PRCH_1
Canada,Prince Edward Island,Charlottetown,PRCH_2
Canada,Prince Edward Island,Charlottetown,PRCH_3
Canada,Prince Edward Island,Fallingbrook,PRFA_1
Canada,Prince Edward Island,Fallingbrook,PRFA_2
Canada,Prince Edward Island,Fallingbrook,PRFA_3
Canada,Prince Edward Island,Cornwall,PRCO_1
Canada,Prince Edward Island,Cornwall,PRCO_2
Canada,Prince Edward Island,Cornwall,PRCO_3
Canada,Prince Edward Island,Montague,PRMO_1
Canada,Prince Edward Island,Montague,PRMO_2
Canada,Prince Edward Island,Montague,PRMO_3
Canada,Alberta,Rimbey,ALRI_1
Canada,Alberta,Rimbey,ALRI_2
Canada,Alberta,Rimbey,ALRI_3
Canada,Alberta,Bassano,ALBA_1
Canada,Alberta,Bassano,ALBA_2
Canada,Alberta,Bassano,ALBA_3
Canada,Alberta,Grande Cache,ALGR_1
Canada,Alberta,Grande Cache,ALGR_2
Canada,Alberta,Grande Cache,ALGR_3
Canada,Alberta,Nanton,ALNA_1
Canada,Alberta,Nanton,ALNA_2
Canada,Alberta,Nanton,ALNA_3
Canada,Alberta,Bonnyville,ALBO_1
Canada,Alberta,Bonnyville,ALBO_2
Canada,Alberta,Bonnyville,ALBO_3
Canada,Alberta,High Level,ALHI_1
Canada,Alberta,High Level,ALHI_2
Canada,Alberta,High Level,ALHI_3
Canada,Alberta,Okotoks,ALOK_1
Canada,Alberta,Okotoks,ALOK_2
Canada,Alberta,Okotoks,ALOK_3
Canada,Alberta,Mill Woods Town Centre,ALMI_1
Canada,Alberta,Mill Woods Town Centre,ALMI_2
Canada,Alberta,Mill Woods Town Centre,ALMI_3
Canada,Alberta,High River,ALHI_1
Canada,Alberta,High River,ALHI_2
Canada,Alberta,High River,ALHI_3
Canada,Alberta,Bow Island,ALBO_1
Canada,Alberta,Bow Island,ALBO_2
Canada,Alberta,Bow Island,ALBO_3
Canada,Ontario,Brampton,ONBR_1
Canada,Ontario,Brampton,ONBR_2
Canada,Ontario,Brampton,ONBR_3
Canada,Ontario,Angus,ONAN_1
Canada,Ontario,Angus,ONAN_2
Canada,Ontario,Angus,ONAN_3
Canada,Ontario,Vaughan,ONVA_1
Canada,Ontario,Vaughan,ONVA_2
Canada,Ontario,Vaughan,ONVA_3
Canada,Ontario,Thornhill,ONTH_1
Canada,Ontario,Thornhill,ONTH_2
Canada,Ontario,Thornhill,ONTH_3
Canada,Ontario,Winchester,ONWI_1
Canada,Ontario,Winchester,ONWI_2
Canada,Ontario,Winchester,ONWI_3
Canada,Ontario,Prescott,ONPR_1
Canada,Ontario,Prescott,ONPR_2
Canada,Ontario,Prescott,ONPR_3
Canada,Ontario,South River,ONSO_1
Canada,Ontario,South River,ONSO_2
Canada,Ontario,South River,ONSO_3
Canada,Ontario,Valley East,ONVA_1
Canada,Ontario,Valley East,ONVA_2
Canada,Ontario,Valley East,ONVA_3
Canada,Ontario,Attawapiskat,ONAT_1
Canada,Ontario,Attawapiskat,ONAT_2
Canada,Ontario,Attawapiskat,ONAT_3
Canada,Ontario,Manitoulin District,ONMA_1
Canada,Ontario,Manitoulin District,ONMA_2
Canada,Ontario,Manitoulin District,ONMA_3
Canada,Northwest Territories,Behchokǫ̀,NOBE_1
Canada,Northwest Territories,Behchokǫ̀,NOBE_2
Canada,Northwest Territories,Behchokǫ̀,NOBE_3
Canada,Northwest Territories,Fort McPherson,NOFO_1
Canada,Northwest Territories,Fort McPherson,NOFO_2
Canada,Northwest Territories,Fort McPherson,NOFO_3
Canada,Northwest Territories,Norman Wells,NONO_1
Canada,Northwest Territories,Norman Wells,NONO_2
Canada,Northwest Territories,Norman Wells,NONO_3
Canada,Northwest Territories,Fort Smith,NOFO_1
Canada,Northwest Territories,Fort Smith,NOFO_2
Canada,Northwest Territories,Fort Smith,NOFO_3
Canada,Northwest Territories,Inuvik,NOIN_1
Canada,Northwest Territories,Inuvik,NOIN_2
Canada,Northwest Territories,Inuvik,NOIN_3
Canada,Northwest Territories,Hay River,NOHA_1
Canada,Northwest Territories,Hay River,NOHA_2
Canada,Northwest Territories,Hay River,NOHA_3
Canada,Northwest Territories,Yellowknife,NOYE_1
Canada,Northwest Territories,Yellowknife,NOYE_2
Canada,Northwest Territories,Yellowknife,NOYE_3
China,Xizang,Saga,XISA_1
China,Xizang,Saga,XISA_2
China,Xizang,Saga,XISA_3
China,Xizang,Qamdo Shi,XIQA_1
China,Xizang,Qamdo Shi,XIQA_2
China,Xizang,Qamdo Shi,XIQA_3
China,Xizang,Burang,XIBU_1
China,Xizang,Burang,XIBU_2
China,Xizang,Burang,XIBU_3
China,Xizang,Qamdo,XIQA_1
China,Xizang,Qamdo,XIQA_2
China,Xizang,Qamdo,XIQA_3
China,Xizang,Nagqu Diqu,XINA_1
China,Xizang,Nagqu Diqu,XINA_2
China,Xizang,Nagqu Diqu,XINA_3
China,Xizang,Jiangzi,XIJI_1
China,Xizang,Jiangzi,XIJI_2
China,Xizang,Jiangzi,XIJI_3
China,Xizang,Dêqên,XIDÊ_1
China,Xizang,Dêqên,XIDÊ_2
China,Xizang,Dêqên,XIDÊ_3
China,Xizang,Shannan Diqu,XISH_1
China,Xizang,Shannan Diqu,XISH_2
China,Xizang,Shannan Diqu,XISH_3
China,Xizang,Nagqu,XINA_1
China,Xizang,Nagqu,XINA_2
China,Xizang,Nagqu,XINA_3
China,Xizang,Nyingchi Prefecture,XINY_1
China,Xizang,Nyingchi Prefecture,XINY_2
China,Xizang,Nyingchi Prefecture,XINY_3
China,Jiangsu,TaiZhou,JITA_1
China,Jiangsu,TaiZhou,JITA_2
China,Jiangsu,TaiZhou,JITA_3
China,Jiangsu,XuZhou,JIXU_1
China,Jiangsu,XuZhou,JIXU_2
China,Jiangsu,XuZhou,JIXU_3
China,Jiangsu,ChangZhou,JICH_1
China,Jiangsu,ChangZhou,JICH_2
China,Jiangsu,ChangZhou,JICH_3
China,Jiangsu,YangZhou,JIYA_1
China,Jiangsu,YangZhou,JIYA_2
China,Jiangsu,YangZhou,JIYA_3
China,Jiangsu,NanJing,JINA_1
China,Jiangsu,NanJing,JINA_2
China,Jiangsu,NanJing,JINA_3
China,Jiangsu,SuZhou,JISU_1
China,Jiangsu,SuZhou,JISU_2
China,Jiangsu,SuZhou,JISU_3
China,Jiangsu,HuaiAn,JIHU_1
China,Jiangsu,HuaiAn,JIHU_2
China,Jiangsu,HuaiAn,JIHU_3
China,Jiangsu,Haizhou,JIHA_1
China,Jiangsu,Haizhou,JIHA_2
China,Jiangsu,Haizhou,JIHA_3
China,Jiangsu,ZhenJiang,JIZH_1
China,Jiangsu,ZhenJiang,JIZH_2
China,Jiangsu,ZhenJiang,JIZH_3
China,Jiangsu,LianYunGang,JILI_1
China,Jiangsu,LianYunGang,JILI_2
China,Jiangsu,LianYunGang,JILI_3
China,Shanxi,Changzhi,SHCH_1
China,Shanxi,Changzhi,SHCH_2
China,Shanxi,Changzhi,SHCH_3
China,Shanxi,Datong,SHDA_1
China,Shanxi,Datong,SHDA_2
China,Shanxi,Datong,SHDA_3
China,Shanxi,Lüliang,SHLÜ_1
China,Shanxi,Lüliang,SHLÜ_2
China,Shanxi,Lüliang,SHLÜ_3
China,Shanxi,Jincheng,SHJI_1
China,Shanxi,Jincheng,SHJI_2
China,Shanxi,Jincheng,SHJI_3
China,Shanxi,Gutao,SHGU_1
China,Shanxi,Gutao,SHGU_2
China,Shanxi,Gutao,SHGU_3
China,Shanxi,Xinzhou,SHXI_1
China,Shanxi,Xinzhou,SHXI_2
China,Shanxi,Xinzhou,SHXI_3
China,Shanxi,Yuci,SHYU_1
China,Shanxi,Yuci,SHYU_2
China,Shanxi,Yuci,SHYU_3
China,Shanxi,Yuanping,SHYU_1
China,Shanxi,Yuanping,SHYU_2
China,Shanxi,Yuanping,SHYU_3
China,Shanxi,Xintian,SHXI_1
China,Shanxi,Xintian,SHXI_2
China,Shanxi,Xintian,SHXI_3
China,Shanxi,Datong Shi,SHDA_1
China,Shanxi,Datong Shi,SHDA_2
China,Shanxi,Datong Shi,SHDA_3
China,Jilin,Huinan,JIHU_1
China,Jilin,Huinan,JIHU_2
China,Jilin,Huinan,JIHU_3
China,Jilin,Tonghua,JITO_1
China,Jilin,Tonghua,JITO_2
China,Jilin,Tonghua,JITO_3
China,Jilin,Yanji,JIYA_1
China,Jilin,Yanji,JIYA_2
China,Jilin,Yanji,JIYA_3
China,Jilin,Fuyu,JIFU_1
China,Jilin,Fuyu,JIFU_2
China,Jilin,Fuyu,JIFU_3
China,Jilin,Tumen,JITU_1
China,Jilin,Tumen,JITU_2
China,Jilin,Tumen,JITU_3
China,Jilin,Chaoyang,JICH_1
China,Jilin,Chaoyang,JICH_2
China,Jilin,Chaoyang,JICH_3
China,Jilin,Huadian,JIHU_1
China,Jilin,Huadian,JIHU_2
China,Jilin,Huadian,JIHU_3
China,Jilin,Zhengjiatun,JIZH_1
China,Jilin,Zhengjiatun,JIZH_2
China,Jilin,Zhengjiatun,JIZH_3
China,Jilin,Changchun,JICH_1
China,Jilin,Changchun,JICH_2
China,Jilin,Changchun,JICH_3
China,Jilin,Mingyue,JIMI_1
China,Jilin,Mingyue,JIMI_2
China,Jilin,Mingyue,JIMI_3
China,Hainan,Sansha,HASA_1
China,Hainan,Sansha,HASA_2
China,Hainan,Sansha,HASA_3
China,Hainan,Wanning,HAWA_1
China,Hainan,Wanning,HAWA_2
China,Hainan,Wanning,HAWA_3
China,Hainan,Basuo,HABA_1
China,Hainan,Basuo,HABA_2
China,Hainan,Basuo,HABA_3
China,Hainan,Wenchang,HAWE_1
China,Hainan,Wenchang,HAWE_2
China,Hainan,Wenchang,HAWE_3
China,Hainan,Lincheng,HALI_1
China,Hainan,Lincheng,HALI_2
China,Hainan,Lincheng,HALI_3
China,Hainan,Qiongshan,HAQI_1
China,Hainan,Qiongshan,HAQI_2
China,Hainan,Qiongshan,HAQI_3
China,Hainan,Dadonghai,HADA_1
China,Hainan,Dadonghai,HADA_2
China,Hainan,Dadonghai,HADA_3
China,Hainan,Chongshan,HACH_1
China,Hainan,Chongshan,HACH_2
China,Hainan,Chongshan,HACH_3
China,Hainan,Xiuying,HAXI_1
China,Hainan,Xiuying,HAXI_2
China,Hainan,Xiuying,HAXI_3
China,Hainan,Jinjiang,HAJI_1
China,Hainan,Jinjiang,HAJI_2
China,Hainan,Jinjiang,HAJI_3
France,Pays-de-la-Loire,Vaas,PAVA_1
France,Pays-de-la-Loire,Vaas,PAVA_2
France,Pays-de-la-Loire,Vaas,PAVA_3
France,Pays-de-la-Loire,Saint-Gildas-des-Bois,PASA_1
France,Pays-de-la-Loire,Saint-Gildas-des-Bois,PASA_2
France,Pays-de-la-Loire,Saint-Gildas-des-Bois,PASA_3
France,Pays-de-la-Loire,Couëron,PACO_1
France,Pays-de-la-Loire,Couëron,PACO_2
France,Pays-de-la-Loire,Couëron,PACO_3
France,Pays-de-la-Loire,Saint-Étienne-de-Mer-Morte,PASA_1
France,Pays-de-la-Loire,Saint-Étienne-de-Mer-Morte,PASA_2
France,Pays-de-la-Loire,Saint-Étienne-de-Mer-Morte,PASA_3
France,Pays-de-la-Loire,Challans,PACH_1
France,Pays-de-la-Loire,Challans,PACH_2
France,Pays-de-la-Loire,Challans,PACH_3
France,Pays-de-la-Loire,Rouillon,PARO_1
France,Pays-de-la-Loire,Rouillon,PARO_2
France,Pays-de-la-Loire,Rouillon,PARO_3
France,Pays-de-la-Loire,Le Pin-en-Mauges,PALE_1
France,Pays-de-la-Loire,Le Pin-en-Mauges,PALE_2
France,Pays-de-la-Loire,Le Pin-en-Mauges,PALE_3
France,Pays-de-la-Loire,La Gaubretière,PALA_1
France,Pays-de-la-Loire,La Gaubretière,PALA_2
France,Pays-de-la-Loire,La Gaubretière,PALA_3
France,Pays-de-la-Loire,Brain-sur-Allonnes,PABR_1
France,Pays-de-la-Loire,Brain-sur-Allonnes,PABR_2
France,Pays-de-la-Loire,Brain-sur-Allonnes,PABR_3
France,Pays-de-la-Loire,Saint-Mars-de-Coutais,PASA_1
France,Pays-de-la-Loire,Saint-Mars-de-Coutais,PASA_2
France,Pays-de-la-Loire,Saint-Mars-de-Coutais,PASA_3
France,Nouvelle-Aquitaine,Mouthiers-sur-Boëme,NOMO_1
France,Nouvelle-Aquitaine,Mouthiers-sur-Boëme,NOMO_2
France,Nouvelle-Aquitaine,Mouthiers-sur-Boëme,NOMO_3
France,Nouvelle-Aquitaine,Coulonges-sur-l’Autize,NOCO_1
France,Nouvelle-Aquitaine,Coulonges-sur-l’Autize,NOCO_2
France,Nouvelle-Aquitaine,Coulonges-sur-l’Autize,NOCO_3
France,Nouvelle-Aquitaine,La Réole,NOLA_1
France,Nouvelle-Aquitaine,La Réole,NOLA_2
France,Nouvelle-Aquitaine,La Réole,NOLA_3
France,Nouvelle-Aquitaine,Magnac-sur-Touvre,NOMA_1
France,Nouvelle-Aquitaine,Magnac-sur-Touvre,NOMA_2
France,Nouvelle-Aquitaine,Magnac-sur-Touvre,NOMA_3
France,Nouvelle-Aquitaine,Bassens,NOBA_1
France,Nouvelle-Aquitaine,Bassens,NOBA_2
France,Nouvelle-Aquitaine,Bassens,NOBA_3
France,Nouvelle-Aquitaine,Thiviers,NOTH_1
France,Nouvelle-Aquitaine,Thiviers,NOTH_2
France,Nouvelle-Aquitaine,Thiviers,NOTH_3
France,Nouvelle-Aquitaine,Saint-Pierre-d’Aurillac,NOSA_1
France,Nouvelle-Aquitaine,Saint-Pierre-d’Aurillac,NOSA_2
France,Nouvelle-Aquitaine,Saint-Pierre-d’Aurillac,NOSA_3
France,Nouvelle-Aquitaine,Lubersac,NOLU_1
France,Nouvelle-Aquitaine,Lubersac,NOLU_2
France,Nouvelle-Aquitaine,Lubersac,NOLU_3
France,Nouvelle-Aquitaine,Benquet,NOBE_1
France,Nouvelle-Aquitaine,Benquet,NOBE_2
France,Nouvelle-Aquitaine,Benquet,NOBE_3
France,Nouvelle-Aquitaine,Montagne,NOMO_1
France,Nouvelle-Aquitaine,Montagne,NOMO_2
France,Nouvelle-Aquitaine,Montagne,NOMO_3
France,Auvergne-Rhône-Alpes,Le Versoud,AULE_1
France,Auvergne-Rhône-Alpes,Le Versoud,AULE_2
France,Auvergne-Rhône-Alpes,Le Versoud,AULE_3
France,Auvergne-Rhône-Alpes,Satillieu,AUSA_1
France,Auvergne-Rhône-Alpes,Satillieu,AUSA_2
France,Auvergne-Rhône-Alpes,Satillieu,AUSA_3
France,Auvergne-Rhône-Alpes,Chuzelles,AUCH_1
France,Auvergne-Rhône-Alpes,Chuzelles,AUCH_2
France,Auvergne-Rhône-Alpes,Chuzelles,AUCH_3
France,Auvergne-Rhône-Alpes,Lentilly,AULE_1
France,Auvergne-Rhône-Alpes,Lentilly,AULE_2
France,Auvergne-Rhône-Alpes,Lentilly,AULE_3
France,Auvergne-Rhône-Alpes,Vernoux-en-Vivarais,AUVE_1
France,Auvergne-Rhône-Alpes,Vernoux-en-Vivarais,AUVE_2
France,Auvergne-Rhône-Alpes,Vernoux-en-Vivarais,AUVE_3
France,Auvergne-Rhône-Alpes,Saint-Germain-Lembron,AUSA_1
France,Auvergne-Rhône-Alpes,Saint-Germain-Lembron,AUSA_2
France,Auvergne-Rhône-Alpes,Saint-Germain-Lembron,AUSA_3
France,Auvergne-Rhône-Alpes,Panissières,AUPA_1
France,Auvergne-Rhône-Alpes,Panissières,AUPA_2
France,Auvergne-Rhône-Alpes,Panissières,AUPA_3
France,Auvergne-Rhône-Alpes,Le Chambon-Feugerolles,AULE_1
France,Auvergne-Rhône-Alpes,Le Chambon-Feugerolles,AULE_2
